Date,Open,High,Low,Close,Adj Close,Volume
2022-06-06,143.470001,143.470001,143.470001,143.470001,141.539780,0
2022-06-07,144.839996,144.839996,144.839996,144.839996,142.891357,0
2022-06-08,143.279999,143.279999,143.279999,143.279999,141.352356,0
2022-06-09,139.889999,139.889999,139.889999,139.889999,138.007950,0
2022-06-10,135.820007,135.820007,135.820007,135.820007,133.992706,0
2022-06-13,130.550003,130.550003,130.550003,130.550003,128.793625,0
2022-06-14,130.110001,130.110001,130.110001,130.110001,128.359543,0
2022-06-15,132.009995,132.009995,132.009995,132.009995,130.233963,0
2022-06-16,127.730003,127.730003,127.730003,127.730003,126.011551,0
2022-06-17,128.009995,128.009995,128.009995,128.009995,126.287781,0
2022-06-21,131.149994,131.149994,131.149994,131.149994,129.385544,0
2022-06-22,130.990005,130.990005,130.990005,130.990005,129.227692,0
2022-06-23,132.240005,132.240005,132.240005,132.240005,130.460876,0
2022-06-24,136.279999,136.279999,136.279999,136.279999,134.446518,0
2022-06-27,135.880005,135.880005,135.880005,135.880005,134.051910,0
2022-06-28,133.149994,133.149994,133.149994,133.149994,131.358627,0
2022-06-29,133.059998,133.059998,133.059998,133.059998,131.269836,0
2022-06-30,131.919998,131.919998,131.919998,131.919998,130.145172,0
2022-07-01,132.740005,132.740005,132.740005,132.740005,131.529449,0
2022-07-05,132.970001,132.970001,132.970001,132.970001,131.757355,0
2022-07-06,133.449997,133.449997,133.449997,133.449997,132.232971,0
2022-07-07,135.460007,135.460007,135.460007,135.460007,134.224640,0
2022-07-08,135.360001,135.360001,135.360001,135.360001,134.125534,0
2022-07-11,133.800003,133.800003,133.800003,133.800003,132.579773,0
2022-07-12,132.570007,132.570007,132.570007,132.570007,131.360992,0
2022-07-13,131.979996,131.979996,131.979996,131.979996,130.776352,0
2022-07-14,131.600006,131.600006,131.600006,131.600006,130.399841,0
2022-07-15,134.130005,134.130005,134.130005,134.130005,132.906769,0
2022-07-18,133.009995,133.009995,133.009995,133.009995,131.796967,0
2022-07-19,136.679993,136.679993,136.679993,136.679993,135.433502,0
2022-07-20,137.490005,137.490005,137.490005,137.490005,136.236130,0
2022-07-21,138.860001,138.860001,138.860001,138.860001,137.593628,0
2022-07-22,137.570007,137.570007,137.570007,137.570007,136.315399,0
2022-07-25,137.750000,137.750000,137.750000,137.750000,136.493744,0
2022-07-26,136.160004,136.160004,136.160004,136.160004,134.918259,0
2022-07-27,139.720001,139.720001,139.720001,139.720001,138.445770,0
2022-07-28,141.429993,141.429993,141.429993,141.429993,140.140182,0
2022-07-29,143.460007,143.460007,143.460007,143.460007,142.151672,0
2022-08-01,143.059998,143.059998,143.059998,143.059998,141.755325,0
2022-08-02,142.100006,142.100006,142.100006,142.100006,140.804077,0
2022-08-03,144.330002,144.330002,144.330002,144.330002,143.013748,0
2022-08-04,144.229996,144.229996,144.229996,144.229996,142.914658,0
2022-08-05,144.009995,144.009995,144.009995,144.009995,142.696655,0
2022-08-08,143.839996,143.839996,143.839996,143.839996,142.528198,0
2022-08-09,143.229996,143.229996,143.229996,143.229996,141.923767,0
2022-08-10,146.289993,146.289993,146.289993,146.289993,144.955856,0
2022-08-11,146.229996,146.229996,146.229996,146.229996,144.896408,0
2022-08-12,148.779999,148.779999,148.779999,148.779999,147.423157,0
2022-08-15,149.369995,149.369995,149.369995,149.369995,148.007767,0
2022-08-16,149.660004,149.660004,149.660004,149.660004,148.295135,0
2022-08-17,148.600006,148.600006,148.600006,148.600006,147.244812,0
2022-08-18,148.960007,148.960007,148.960007,148.960007,147.601532,0
2022-08-19,147.050003,147.050003,147.050003,147.050003,145.708939,0
2022-08-22,143.910004,143.910004,143.910004,143.910004,142.597580,0
2022-08-23,143.589996,143.589996,143.589996,143.589996,142.280472,0
2022-08-24,144.020004,144.020004,144.020004,144.020004,142.706573,0
2022-08-25,146.050003,146.050003,146.050003,146.050003,144.718063,0
2022-08-26,141.130005,141.130005,141.130005,141.130005,139.842926,0
2022-08-29,140.199997,140.199997,140.199997,140.199997,138.921402,0
2022-08-30,138.660004,138.660004,138.660004,138.660004,137.395462,0
2022-08-31,137.610001,137.610001,137.610001,137.610001,136.355026,0
2022-09-01,138.039993,138.039993,138.039993,138.039993,136.781097,0
2022-09-02,136.570007,136.570007,136.570007,136.570007,135.324509,0
2022-09-06,136.020004,136.020004,136.020004,136.020004,134.779526,0
2022-09-07,138.520004,138.520004,138.520004,138.520004,137.256729,0
2022-09-08,139.449997,139.449997,139.449997,139.449997,138.178238,0
2022-09-09,141.589996,141.589996,141.589996,141.589996,140.298721,0
2022-09-12,143.089996,143.089996,143.089996,143.089996,141.785034,0
2022-09-13,136.910004,136.910004,136.910004,136.910004,135.661407,0
2022-09-14,137.410004,137.410004,137.410004,137.410004,136.156845,0
2022-09-15,135.869995,135.869995,135.869995,135.869995,134.630890,0
2022-09-16,134.889999,134.889999,134.889999,134.889999,133.659821,0
2022-09-19,135.820007,135.820007,135.820007,135.820007,134.581360,0
2022-09-20,134.289993,134.289993,134.289993,134.289993,133.065308,0
2022-09-21,132.000000,132.000000,132.000000,132.000000,130.796188,0
2022-09-22,130.889999,130.889999,130.889999,130.889999,129.696304,0
2022-09-23,128.639999,128.639999,128.639999,128.639999,127.466835,0
2022-09-26,127.309998,127.309998,127.309998,127.309998,126.148956,0
2022-09-27,127.050003,127.050003,127.050003,127.050003,125.891327,0
2022-09-28,129.559998,129.559998,129.559998,129.559998,128.378433,0
2022-09-29,126.839996,126.839996,126.839996,126.839996,125.683243,0
2022-09-30,124.930000,124.930000,124.930000,124.930000,123.790665,0
2022-10-03,128.169998,128.169998,128.169998,128.169998,127.001114,0
2022-10-04,132.100006,132.100006,132.100006,132.100006,130.895279,0
2022-10-05,131.839996,131.839996,131.839996,131.839996,130.637634,0
2022-10-06,130.520004,130.520004,130.520004,130.520004,129.329681,0
2022-10-07,126.290001,126.290001,126.290001,126.290001,125.697800,0
2022-10-10,125.349998,125.349998,125.349998,125.349998,124.762207,0
2022-10-11,124.529999,124.529999,124.529999,124.529999,123.946053,0
2022-10-12,124.129997,124.129997,124.129997,124.129997,123.547928,0
2022-10-13,127.360001,127.360001,127.360001,127.360001,126.762779,0
2022-10-14,124.360001,124.360001,124.360001,124.360001,123.776848,0
2022-10-17,127.650002,127.650002,127.650002,127.650002,127.051422,0
2022-10-18,129.110001,129.110001,129.110001,129.110001,128.504578,0
2022-10-19,128.250000,128.250000,128.250000,128.250000,127.648605,0
2022-10-20,127.239998,127.239998,127.239998,127.239998,126.643341,0
2022-10-21,130.259995,130.259995,130.259995,130.259995,129.649170,0
2022-10-24,131.809998,131.809998,131.809998,131.809998,131.191910,0
2022-10-25,133.960007,133.960007,133.960007,133.960007,133.331833,0
2022-10-26,132.970001,132.970001,132.970001,132.970001,132.346481,0
2022-10-27,132.160004,132.160004,132.160004,132.160004,131.540283,0
2022-10-28,135.429993,135.429993,135.429993,135.429993,134.794937,0
2022-10-31,134.429993,134.429993,134.429993,134.429993,133.799622,0
2022-11-01,133.880005,133.880005,133.880005,133.880005,133.252213,0
2022-11-02,130.529999,130.529999,130.529999,130.529999,129.917908,0
2022-11-03,129.160004,129.160004,129.160004,129.160004,128.554352,0
2022-11-04,130.949997,130.949997,130.949997,130.949997,130.335938,0
2022-11-07,132.210007,132.210007,132.210007,132.210007,131.590042,0
2022-11-08,132.949997,132.949997,132.949997,132.949997,132.326569,0
2022-11-09,130.220001,130.220001,130.220001,130.220001,129.609375,0
2022-11-10,137.449997,137.449997,137.449997,137.449997,136.805466,0
2022-11-11,138.720001,138.720001,138.720001,138.720001,138.069519,0
2022-11-14,137.509995,137.509995,137.509995,137.509995,136.865173,0
2022-11-15,138.720001,138.720001,138.720001,138.720001,138.069519,0
2022-11-16,137.600006,137.600006,137.600006,137.600006,136.954773,0
2022-11-17,137.210007,137.210007,137.210007,137.210007,136.566605,0
2022-11-18,137.860001,137.860001,137.860001,137.860001,137.213547,0
2022-11-21,137.339996,137.339996,137.339996,137.339996,136.695984,0
2022-11-22,139.210007,139.210007,139.210007,139.210007,138.557220,0
2022-11-23,140.039993,140.039993,140.039993,140.039993,139.383316,0
2022-11-25,140.009995,140.009995,140.009995,140.009995,139.353455,0
2022-11-28,137.850006,137.850006,137.850006,137.850006,137.203598,0
2022-11-29,137.639999,137.639999,137.639999,137.639999,136.994583,0
2022-11-30,141.940002,141.940002,141.940002,141.940002,141.274414,0
2022-12-01,141.839996,141.839996,141.839996,141.839996,141.174881,0
2022-12-02,141.679993,141.679993,141.679993,141.679993,141.015625,0
2022-12-05,139.149994,139.149994,139.149994,139.149994,138.497482,0
2022-12-06,137.149994,137.149994,137.149994,137.149994,136.506866,0
2022-12-07,136.889999,136.889999,136.889999,136.889999,136.248093,0
2022-12-08,137.940002,137.940002,137.940002,137.940002,137.293167,0
2022-12-09,136.940002,136.940002,136.940002,136.940002,136.297867,0
2022-12-12,138.889999,138.889999,138.889999,138.889999,138.238708,0
2022-12-13,139.910004,139.910004,139.910004,139.910004,139.253937,0
2022-12-14,139.089996,139.089996,139.089996,139.089996,138.437775,0
2022-12-15,135.630005,135.630005,135.630005,135.630005,134.994003,0
2022-12-16,133.500000,133.500000,133.500000,133.500000,133.500000,0
2022-12-19,132.300003,132.300003,132.300003,132.300003,132.300003,0
2022-12-20,132.440002,132.440002,132.440002,132.440002,132.440002,0
2022-12-21,134.429993,134.429993,134.429993,134.429993,134.429993,0
2022-12-22,132.490005,132.490005,132.490005,132.490005,132.490005,0
2022-12-23,133.270004,133.270004,133.270004,133.270004,133.270004,0
2022-12-27,132.740005,132.740005,132.740005,132.740005,132.740005,0
2022-12-28,131.149994,131.149994,131.149994,131.149994,131.149994,0
2022-12-29,133.449997,133.449997,133.449997,133.449997,133.449997,0
2022-12-30,133.119995,133.119995,133.119995,133.119995,133.119995,0
2023-01-03,132.589996,132.589996,132.589996,132.589996,132.589996,0
2023-01-04,133.600006,133.600006,133.600006,133.600006,133.600006,0
2023-01-05,132.070007,132.070007,132.070007,132.070007,132.070007,0
2023-01-06,135.080002,135.080002,135.080002,135.080002,135.080002,0
2023-01-09,135.009995,135.009995,135.009995,135.009995,135.009995,0
2023-01-10,135.949997,135.949997,135.949997,135.949997,135.949997,0
2023-01-11,137.699997,137.699997,137.699997,137.699997,137.699997,0
2023-01-12,138.190002,138.190002,138.190002,138.190002,138.190002,0
2023-01-13,138.740005,138.740005,138.740005,138.740005,138.740005,0
2023-01-17,138.460007,138.460007,138.460007,138.460007,138.460007,0
2023-01-18,136.309998,136.309998,136.309998,136.309998,136.309998,0
2023-01-19,135.279999,135.279999,135.279999,135.279999,135.279999,0
2023-01-20,137.839996,137.839996,137.839996,137.839996,137.839996,0
2023-01-23,139.479996,139.479996,139.479996,139.479996,139.479996,0
2023-01-24,139.389999,139.389999,139.389999,139.389999,139.389999,0
2023-01-25,139.360001,139.360001,139.360001,139.360001,139.360001,0
2023-01-26,140.910004,140.910004,140.910004,140.910004,140.910004,0
2023-01-27,141.259995,141.259995,141.259995,141.259995,141.259995,0
2023-01-30,139.440002,139.440002,139.440002,139.440002,139.440002,0
2023-01-31,141.479996,141.479996,141.479996,141.479996,141.479996,0
2023-02-01,142.960007,142.960007,142.960007,142.960007,142.960007,0
2023-02-02,145.070007,145.070007,145.070007,145.070007,145.070007,0
2023-02-03,143.580002,143.580002,143.580002,143.580002,143.580002,0
2023-02-06,142.710007,142.710007,142.710007,142.710007,142.710007,0
2023-02-07,144.550003,144.550003,144.550003,144.550003,144.550003,0
2023-02-08,142.949997,142.949997,142.949997,142.949997,142.949997,0
2023-02-09,141.710007,141.710007,141.710007,141.710007,141.710007,0
2023-02-10,142.050003,142.050003,142.050003,142.050003,142.050003,0
2023-02-13,143.690002,143.690002,143.690002,143.690002,143.690002,0
2023-02-14,143.669998,143.669998,143.669998,143.669998,143.669998,0
2023-02-15,144.110001,144.110001,144.110001,144.110001,144.110001,0
2023-02-16,142.130005,142.130005,142.130005,142.130005,142.130005,0
2023-02-17,141.770004,141.770004,141.770004,141.770004,141.770004,0
2023-02-21,138.929993,138.929993,138.929993,138.929993,138.929993,0
2023-02-22,138.710007,138.710007,138.710007,138.710007,138.710007,0
2023-02-23,139.460007,139.460007,139.460007,139.460007,139.460007,0
2023-02-24,138.000000,138.000000,138.000000,138.000000,138.000000,0
2023-02-27,138.440002,138.440002,138.440002,138.440002,138.440002,0
2023-02-28,138.029999,138.029999,138.029999,138.029999,138.029999,0
2023-03-01,137.389999,137.389999,137.389999,137.389999,137.389999,0
2023-03-02,138.449997,138.449997,138.449997,138.449997,138.449997,0
2023-03-03,140.699997,140.699997,140.699997,140.699997,140.699997,0
2023-03-06,140.800003,140.800003,140.800003,140.800003,140.800003,0
2023-03-07,138.639999,138.639999,138.639999,138.639999,138.639999,0
2023-03-08,138.850006,138.850006,138.850006,138.850006,138.850006,0
2023-03-09,136.309998,136.309998,136.309998,136.309998,136.309998,0
2023-03-10,134.320007,134.320007,134.320007,134.320007,134.320007,0
2023-03-13,134.100006,134.100006,134.100006,134.100006,134.100006,0
2023-03-14,136.389999,136.389999,136.389999,136.389999,136.389999,0
2023-03-15,135.440002,135.440002,135.440002,135.440002,135.440002,0
2023-03-16,137.839996,137.839996,137.839996,137.839996,137.839996,0
2023-03-17,136.330002,136.330002,136.330002,136.330002,136.330002,0
2023-03-20,137.539993,137.539993,137.539993,137.539993,137.539993,0
2023-03-21,139.339996,139.339996,139.339996,139.339996,139.339996,0
2023-03-22,137.059998,137.059998,137.059998,137.059998,137.059998,0
2023-03-23,137.479996,137.479996,137.479996,137.479996,137.479996,0
2023-03-24,138.250000,138.250000,138.250000,138.250000,138.250000,0
2023-03-27,138.479996,138.479996,138.479996,138.479996,138.479996,0
2023-03-28,138.270004,138.270004,138.270004,138.270004,138.270004,0
2023-03-29,140.229996,140.229996,140.229996,140.229996,140.229996,0
2023-03-30,141.050003,141.050003,141.050003,141.050003,141.050003,0
2023-03-31,143.100006,143.100006,143.100006,143.100006,143.100006,0
2023-04-03,143.630005,143.630005,143.630005,143.630005,143.630005,0
2023-04-04,142.809998,142.809998,142.809998,142.809998,142.809998,0
2023-04-05,141.929993,141.929993,141.929993,141.929993,141.929993,0
2023-04-06,142.470001,142.470001,142.470001,142.470001,142.470001,0
2023-04-10,142.610001,142.610001,142.610001,142.610001,142.610001,0
2023-04-11,142.610001,142.610001,142.610001,142.610001,142.610001,0
2023-04-12,142.020004,142.020004,142.020004,142.020004,142.020004,0
2023-04-13,143.929993,143.929993,143.929993,143.929993,143.929993,0
2023-04-14,143.630005,143.630005,143.630005,143.630005,143.630005,0
2023-04-17,144.110001,144.110001,144.110001,144.110001,144.110001,0
2023-04-18,144.229996,144.229996,144.229996,144.229996,144.229996,0
2023-04-19,144.220001,144.220001,144.220001,144.220001,144.220001,0
2023-04-20,143.369995,143.369995,143.369995,143.369995,143.369995,0
2023-04-21,null,null,null,null,null,null
